,id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
10160917,10160917,Female,23,1,46.0,1,< 1 Year,No,2630.0,152.0,56,0
3345412,3345412,Female,43,1,41.0,0,1-2 Year,Yes,54488.0,12.0,83,0
11326523,11326523,Female,25,1,35.0,1,< 1 Year,No,24656.0,152.0,191,0
7735010,7735010,Male,22,1,45.0,1,< 1 Year,No,35692.0,160.0,94,0
8637333,8637333,Male,20,1,35.0,0,< 1 Year,Yes,25841.0,160.0,160,0
5584824,5584824,Female,25,1,41.0,1,< 1 Year,No,36133.0,152.0,123,0
147659,147659,Male,30,1,30.0,1,< 1 Year,No,40810.0,152.0,247,0
2428523,2428523,Male,20,1,12.0,0,< 1 Year,Yes,2630.0,154.0,259,0
5234414,5234414,Female,35,1,35.0,0,1-2 Year,Yes,27284.0,124.0,278,0
6200731,6200731,Female,42,1,28.0,1,1-2 Year,No,39211.0,124.0,187,0
5766402,5766402,Male,21,1,31.0,0,1-2 Year,Yes,2630.0,163.0,241,1
11049946,11049946,Male,52,1,28.0,0,1-2 Year,No,39126.0,26.0,283,0
8199722,8199722,Male,54,1,33.0,0,1-2 Year,No,2630.0,26.0,241,0
11061511,11061511,Male,36,1,46.0,1,1-2 Year,No,2630.0,160.0,83,0
3883143,3883143,Male,23,1,49.0,0,< 1 Year,Yes,32381.0,152.0,219,0
2239199,2239199,Male,51,1,48.0,0,1-2 Year,Yes,2630.0,124.0,54,1
2821566,2821566,Male,24,1,30.0,1,< 1 Year,No,33017.0,152.0,130,0
9787067,9787067,Male,47,1,35.0,0,1-2 Year,Yes,2630.0,157.0,251,0
4808165,4808165,Male,52,1,39.0,0,1-2 Year,Yes,2630.0,26.0,234,1
7510664,7510664,Female,23,1,6.0,1,< 1 Year,No,32945.0,152.0,255,0
9773941,9773941,Male,24,1,17.0,1,< 1 Year,No,38771.0,152.0,146,0
819925,819925,Female,23,1,33.0,1,< 1 Year,No,32907.0,152.0,67,0
2482997,2482997,Male,43,1,28.0,0,1-2 Year,Yes,37408.0,124.0,109,0
6757704,6757704,Female,20,1,35.0,0,< 1 Year,Yes,24353.0,160.0,243,0
1213559,1213559,Female,27,1,30.0,1,< 1 Year,No,29904.0,152.0,261,0
2531869,2531869,Female,38,1,8.0,0,1-2 Year,Yes,2630.0,156.0,288,0
10710748,10710748,Female,30,1,3.0,1,< 1 Year,No,29374.0,152.0,42,0
6676868,6676868,Male,25,1,28.0,0,< 1 Year,Yes,23752.0,152.0,57,0
11115595,11115595,Male,45,1,28.0,0,1-2 Year,Yes,28862.0,124.0,144,0
638479,638479,Female,22,1,36.0,1,< 1 Year,No,34302.0,152.0,241,0
5233270,5233270,Male,36,1,29.0,0,1-2 Year,Yes,2630.0,156.0,289,0
9351663,9351663,Female,21,1,41.0,1,< 1 Year,No,30164.0,160.0,287,0
6459109,6459109,Female,28,1,28.0,1,< 1 Year,No,41872.0,152.0,216,0
11354541,11354541,Male,23,1,46.0,1,< 1 Year,No,27218.0,152.0,206,0
10678621,10678621,Female,57,1,46.0,1,1-2 Year,No,38183.0,26.0,192,0
1482392,1482392,Female,25,1,29.0,1,< 1 Year,No,39384.0,152.0,110,0
111783,111783,Female,35,1,15.0,0,1-2 Year,Yes,35594.0,152.0,214,0
838214,838214,Female,23,1,28.0,1,< 1 Year,No,30677.0,152.0,13,0
5818948,5818948,Male,41,1,28.0,0,1-2 Year,Yes,36207.0,26.0,84,0
2531747,2531747,Female,26,1,39.0,1,< 1 Year,No,29649.0,152.0,278,0
6340028,6340028,Female,39,1,8.0,1,1-2 Year,No,2630.0,26.0,219,0
10844762,10844762,Male,50,1,28.0,0,1-2 Year,Yes,27416.0,26.0,211,1
5970404,5970404,Female,33,1,41.0,1,< 1 Year,No,2630.0,152.0,90,0
10292757,10292757,Male,28,1,27.0,1,< 1 Year,No,25262.0,152.0,154,0
3340150,3340150,Male,34,1,28.0,1,1-2 Year,No,47486.0,152.0,285,0
3643184,3643184,Female,48,1,28.0,0,1-2 Year,Yes,46745.0,26.0,56,1
2877292,2877292,Male,69,1,9.0,0,> 2 Years,Yes,2630.0,3.0,241,0
1605238,1605238,Female,42,1,28.0,0,> 2 Years,Yes,39557.0,124.0,155,0
8792582,8792582,Male,55,1,41.0,0,> 2 Years,Yes,28992.0,124.0,158,0
10372794,10372794,Female,27,1,18.0,1,< 1 Year,No,29072.0,152.0,92,0
134079,134079,Female,41,1,28.0,0,1-2 Year,Yes,2630.0,13.0,272,0
7785674,7785674,Female,38,1,31.0,0,1-2 Year,Yes,2630.0,9.0,173,0
9789179,9789179,Male,20,1,49.0,0,1-2 Year,Yes,2630.0,156.0,147,0
3730955,3730955,Male,44,1,28.0,0,> 2 Years,Yes,39867.0,124.0,189,1
1564866,1564866,Male,26,1,8.0,1,< 1 Year,No,38178.0,160.0,79,0
10715876,10715876,Male,21,1,46.0,1,< 1 Year,Yes,28709.0,160.0,130,0
4864503,4864503,Female,76,1,28.0,1,1-2 Year,No,49113.0,122.0,56,0
3530242,3530242,Male,23,1,10.0,1,< 1 Year,No,33165.0,152.0,194,0
10132021,10132021,Male,59,1,28.0,0,1-2 Year,Yes,40207.0,26.0,54,0
7500091,7500091,Male,56,1,15.0,0,1-2 Year,Yes,31598.0,26.0,221,1
8274773,8274773,Male,44,1,36.0,1,1-2 Year,Yes,35239.0,156.0,76,0
10557886,10557886,Male,29,1,41.0,1,1-2 Year,No,47798.0,124.0,277,0
2886687,2886687,Male,22,1,25.0,1,< 1 Year,No,2630.0,152.0,144,0
5713557,5713557,Female,65,1,28.0,0,1-2 Year,Yes,45506.0,26.0,123,1
6227895,6227895,Female,67,1,46.0,1,1-2 Year,No,25467.0,11.0,239,0
4988157,4988157,Female,25,1,29.0,1,< 1 Year,No,31236.0,152.0,145,0
3321361,3321361,Male,39,1,28.0,1,1-2 Year,No,35525.0,26.0,182,0
1088571,1088571,Female,27,1,17.0,0,< 1 Year,Yes,2630.0,152.0,231,0
1370548,1370548,Female,25,1,50.0,0,< 1 Year,Yes,35783.0,26.0,90,0
6753158,6753158,Female,57,1,46.0,0,1-2 Year,Yes,2630.0,11.0,129,0
1596491,1596491,Male,47,1,28.0,0,1-2 Year,Yes,28174.0,124.0,130,1
10183543,10183543,Female,23,1,37.0,0,< 1 Year,Yes,34754.0,151.0,109,0
2668056,2668056,Female,27,1,6.0,1,< 1 Year,No,25933.0,152.0,257,0
10093257,10093257,Female,21,1,41.0,1,< 1 Year,No,32853.0,152.0,250,0
11048991,11048991,Male,37,1,32.0,0,1-2 Year,Yes,2630.0,156.0,206,0
10042117,10042117,Male,46,1,30.0,1,1-2 Year,No,27970.0,26.0,105,0
6046576,6046576,Female,27,1,11.0,1,< 1 Year,No,25376.0,152.0,160,0
543676,543676,Male,31,1,12.0,0,1-2 Year,Yes,25749.0,124.0,25,0
10316120,10316120,Male,59,1,41.0,0,1-2 Year,Yes,37758.0,26.0,271,0
10068506,10068506,Male,47,1,8.0,0,1-2 Year,Yes,29077.0,26.0,42,0
1837194,1837194,Male,42,1,41.0,0,1-2 Year,Yes,27343.0,12.0,167,0
8541200,8541200,Male,23,1,13.0,1,< 1 Year,No,29278.0,152.0,197,0
9891004,9891004,Male,34,1,28.0,1,1-2 Year,No,2630.0,152.0,83,0
3850985,3850985,Male,45,1,8.0,0,1-2 Year,Yes,28891.0,124.0,87,0
2296826,2296826,Female,22,1,15.0,0,< 1 Year,No,33291.0,152.0,73,0
7475122,7475122,Male,29,1,28.0,1,< 1 Year,No,29248.0,152.0,293,0
4875242,4875242,Female,48,1,4.0,0,1-2 Year,Yes,2630.0,124.0,268,0
8670713,8670713,Male,74,1,28.0,0,1-2 Year,Yes,2630.0,124.0,93,0
10766184,10766184,Female,59,1,41.0,1,1-2 Year,No,29334.0,26.0,299,0
925069,925069,Male,24,1,8.0,0,1-2 Year,Yes,2630.0,156.0,222,0
10995146,10995146,Male,50,1,41.0,0,1-2 Year,Yes,35915.0,124.0,99,0
3921875,3921875,Male,45,1,28.0,0,1-2 Year,Yes,51389.0,26.0,284,1
3731528,3731528,Female,21,1,15.0,0,< 1 Year,Yes,45958.0,160.0,142,0
2811800,2811800,Female,51,1,8.0,0,1-2 Year,Yes,35215.0,26.0,151,0
4757736,4757736,Male,23,1,45.0,0,< 1 Year,Yes,29095.0,124.0,245,0
7981828,7981828,Male,46,1,28.0,1,1-2 Year,No,46377.0,26.0,24,0
2228304,2228304,Female,22,1,30.0,1,< 1 Year,No,23930.0,152.0,109,0
6308033,6308033,Female,21,1,7.0,0,< 1 Year,Yes,40395.0,157.0,194,0
6874004,6874004,Female,42,1,18.0,0,1-2 Year,Yes,2630.0,154.0,158,0
5961797,5961797,Male,23,1,28.0,1,< 1 Year,No,46945.0,152.0,112,0
11046541,11046541,Male,48,1,0.0,0,> 2 Years,Yes,2630.0,26.0,117,0
7177181,7177181,Female,24,1,10.0,0,< 1 Year,No,21156.0,152.0,258,0
1138440,1138440,Female,40,1,30.0,0,1-2 Year,Yes,29786.0,160.0,32,0
797759,797759,Male,46,1,26.0,1,1-2 Year,No,33279.0,26.0,93,0
7564495,7564495,Male,29,1,16.0,1,< 1 Year,No,22576.0,152.0,56,0
5058197,5058197,Female,29,1,29.0,1,< 1 Year,No,37241.0,152.0,226,0
4042214,4042214,Male,25,1,30.0,0,< 1 Year,Yes,27252.0,152.0,244,0
9055941,9055941,Male,74,1,28.0,0,> 2 Years,Yes,39199.0,124.0,174,0
4067562,4067562,Male,50,1,28.0,0,1-2 Year,Yes,48342.0,124.0,113,0
3341924,3341924,Female,56,1,15.0,0,1-2 Year,No,46448.0,26.0,63,0
11289399,11289399,Male,65,1,41.0,1,1-2 Year,No,29189.0,4.0,286,0
3597934,3597934,Female,59,1,41.0,0,1-2 Year,Yes,27368.0,26.0,92,0
6765707,6765707,Female,32,1,28.0,1,1-2 Year,No,2630.0,125.0,194,0
6169568,6169568,Female,25,1,28.0,0,< 1 Year,Yes,48773.0,147.0,187,1
9662455,9662455,Female,28,1,28.0,1,< 1 Year,No,24316.0,152.0,260,0
1358195,1358195,Female,31,1,47.0,0,< 1 Year,Yes,35605.0,152.0,115,0
3648576,3648576,Male,40,1,13.0,0,1-2 Year,Yes,24177.0,163.0,74,1
6419593,6419593,Male,36,1,46.0,0,1-2 Year,No,2630.0,156.0,13,0
2217544,2217544,Male,20,1,46.0,0,< 1 Year,Yes,2630.0,156.0,222,0
6230455,6230455,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,160.0,168,0
5667075,5667075,Male,62,1,28.0,0,1-2 Year,Yes,53875.0,54.0,44,0
10562227,10562227,Male,38,1,33.0,1,1-2 Year,No,2630.0,26.0,213,0
7263722,7263722,Male,63,1,28.0,0,1-2 Year,Yes,34368.0,26.0,21,1
8101831,8101831,Female,50,1,28.0,0,1-2 Year,Yes,39170.0,26.0,151,1
7065488,7065488,Male,56,1,25.0,0,1-2 Year,Yes,27312.0,163.0,282,1
3096357,3096357,Female,29,1,28.0,1,< 1 Year,No,49655.0,152.0,294,0
2453560,2453560,Male,44,1,28.0,1,1-2 Year,No,43940.0,124.0,227,0
4787602,4787602,Female,24,1,10.0,0,< 1 Year,Yes,27930.0,151.0,53,1
5830338,5830338,Male,45,1,46.0,0,1-2 Year,Yes,25180.0,124.0,21,0
4825572,4825572,Male,45,1,28.0,1,1-2 Year,No,60937.0,26.0,63,0
11370081,11370081,Male,74,1,28.0,0,1-2 Year,Yes,43269.0,26.0,208,0
4172179,4172179,Male,46,1,28.0,1,1-2 Year,No,36382.0,124.0,287,0
3821137,3821137,Female,22,1,6.0,1,< 1 Year,No,31808.0,152.0,272,0
1182317,1182317,Male,68,1,18.0,1,1-2 Year,No,36112.0,124.0,266,0
1327057,1327057,Female,21,1,47.0,1,< 1 Year,No,25706.0,160.0,186,0
1565039,1565039,Female,70,1,28.0,1,1-2 Year,No,39721.0,13.0,215,0
5017275,5017275,Male,23,1,47.0,0,< 1 Year,Yes,30779.0,152.0,40,0
5770833,5770833,Male,27,1,37.0,0,< 1 Year,Yes,2630.0,152.0,223,0
10748860,10748860,Male,43,1,41.0,0,1-2 Year,Yes,36874.0,124.0,259,0
6088510,6088510,Male,45,1,28.0,0,1-2 Year,Yes,25887.0,26.0,81,1
4327808,4327808,Male,21,1,35.0,0,< 1 Year,Yes,35185.0,160.0,126,0
3841534,3841534,Male,39,1,43.0,0,1-2 Year,Yes,18273.0,124.0,192,0
190808,190808,Male,22,1,32.0,0,< 1 Year,Yes,31205.0,152.0,288,0
1599280,1599280,Male,33,1,21.0,1,< 1 Year,No,35429.0,152.0,24,0
230394,230394,Female,23,1,11.0,1,< 1 Year,No,29160.0,152.0,85,0
5741521,5741521,Female,24,1,8.0,1,< 1 Year,No,55918.0,152.0,121,0
3682143,3682143,Male,56,1,28.0,0,1-2 Year,Yes,46856.0,26.0,142,0
3557248,3557248,Male,21,1,28.0,0,< 1 Year,Yes,35341.0,160.0,281,0
11284616,11284616,Female,39,1,28.0,0,1-2 Year,Yes,53928.0,26.0,130,1
4802979,4802979,Male,34,1,3.0,0,1-2 Year,Yes,20576.0,124.0,132,1
4179259,4179259,Female,43,1,28.0,0,1-2 Year,Yes,35838.0,26.0,214,1
9813369,9813369,Male,24,1,28.0,0,< 1 Year,No,45964.0,152.0,12,0
3210133,3210133,Male,24,1,36.0,1,< 1 Year,No,35616.0,152.0,107,0
4741014,4741014,Female,31,1,21.0,0,< 1 Year,Yes,2630.0,160.0,21,0
1840762,1840762,Male,62,1,20.0,0,1-2 Year,Yes,2630.0,124.0,293,0
8942143,8942143,Male,43,1,27.0,0,1-2 Year,No,27983.0,124.0,241,0
2068485,2068485,Male,40,1,28.0,0,1-2 Year,Yes,72544.0,122.0,167,0
718860,718860,Female,21,1,43.0,0,< 1 Year,Yes,2630.0,152.0,136,0
7146788,7146788,Male,22,1,46.0,1,< 1 Year,No,33708.0,152.0,167,0
4003206,4003206,Female,23,1,6.0,1,< 1 Year,No,23096.0,152.0,168,0
2689577,2689577,Male,43,1,28.0,0,1-2 Year,Yes,46711.0,124.0,268,0
1670712,1670712,Male,23,1,29.0,1,< 1 Year,No,31053.0,152.0,60,0
1797328,1797328,Male,61,1,12.0,0,1-2 Year,Yes,26459.0,124.0,117,0
3167947,3167947,Male,49,1,28.0,0,1-2 Year,Yes,40220.0,13.0,99,0
9595429,9595429,Male,39,1,47.0,0,1-2 Year,Yes,27368.0,124.0,177,0
6441553,6441553,Female,26,1,27.0,0,< 1 Year,Yes,32351.0,152.0,10,0
2782856,2782856,Male,51,1,28.0,0,> 2 Years,Yes,44103.0,26.0,148,1
9473087,9473087,Male,42,1,28.0,1,1-2 Year,No,28490.0,26.0,56,0
11212828,11212828,Female,24,1,28.0,1,< 1 Year,No,48995.0,152.0,197,0
9475897,9475897,Male,63,1,22.0,1,1-2 Year,Yes,2630.0,26.0,191,0
9824118,9824118,Male,43,1,28.0,1,1-2 Year,No,54558.0,29.0,206,0
1778617,1778617,Male,27,1,41.0,1,< 1 Year,No,30671.0,152.0,263,0
594679,594679,Male,32,1,36.0,0,1-2 Year,Yes,33293.0,31.0,169,1
10046114,10046114,Female,23,1,35.0,1,< 1 Year,No,35519.0,152.0,64,0
6184634,6184634,Female,55,1,28.0,0,1-2 Year,Yes,42993.0,26.0,245,0
6561365,6561365,Female,22,1,30.0,1,< 1 Year,No,35310.0,152.0,147,0
10271874,10271874,Male,45,1,28.0,1,1-2 Year,No,38001.0,26.0,245,0
11339723,11339723,Female,35,1,47.0,0,1-2 Year,Yes,2630.0,157.0,87,0
722930,722930,Female,42,1,24.0,0,1-2 Year,Yes,2630.0,122.0,56,0
1059021,1059021,Male,47,1,8.0,0,1-2 Year,Yes,35159.0,26.0,267,1
11113053,11113053,Male,55,1,12.0,0,1-2 Year,Yes,2630.0,157.0,180,0
2251378,2251378,Male,56,1,15.0,0,1-2 Year,Yes,37338.0,124.0,221,0
3740785,3740785,Female,25,1,10.0,1,< 1 Year,No,2630.0,151.0,194,0
8123799,8123799,Male,23,1,50.0,1,< 1 Year,No,54953.0,152.0,37,0
559444,559444,Male,49,1,35.0,0,1-2 Year,Yes,23389.0,124.0,86,0
9654426,9654426,Male,44,1,8.0,0,1-2 Year,Yes,44743.0,26.0,252,0
4604103,4604103,Male,28,1,14.0,0,1-2 Year,No,2630.0,157.0,299,0
7707637,7707637,Female,55,1,28.0,0,1-2 Year,Yes,54798.0,26.0,261,0
2995648,2995648,Female,28,1,30.0,1,< 1 Year,No,27315.0,152.0,262,0
1523342,1523342,Female,22,1,46.0,1,< 1 Year,No,27372.0,152.0,20,0
9253224,9253224,Male,53,1,37.0,0,1-2 Year,Yes,35874.0,124.0,271,0
4518815,4518815,Female,64,0,28.0,0,1-2 Year,Yes,63103.0,122.0,163,0
4660975,4660975,Female,23,1,5.0,1,< 1 Year,Yes,31455.0,152.0,24,0
10556188,10556188,Female,21,1,39.0,1,< 1 Year,Yes,2630.0,160.0,167,0
1007204,1007204,Male,57,1,8.0,0,1-2 Year,Yes,2630.0,26.0,254,0
2651172,2651172,Male,49,1,28.0,0,1-2 Year,Yes,61339.0,124.0,65,0
1829312,1829312,Male,30,1,28.0,1,1-2 Year,No,29959.0,124.0,134,0
4756232,4756232,Female,55,1,28.0,1,1-2 Year,No,54857.0,26.0,260,0
4016508,4016508,Female,44,1,24.0,1,1-2 Year,No,31068.0,145.0,39,0
8446982,8446982,Female,47,1,28.0,0,> 2 Years,Yes,48307.0,26.0,282,0
6324873,6324873,Male,54,1,28.0,0,1-2 Year,Yes,31766.0,26.0,189,1
4183210,4183210,Male,40,1,24.0,0,1-2 Year,Yes,34540.0,124.0,268,1
4645107,4645107,Male,61,1,35.0,0,1-2 Year,Yes,20251.0,26.0,144,0
119716,119716,Female,24,1,8.0,1,< 1 Year,No,31663.0,152.0,150,0
7196781,7196781,Male,70,1,28.0,0,1-2 Year,Yes,51156.0,55.0,166,1
4840520,4840520,Male,63,1,28.0,0,1-2 Year,Yes,28374.0,124.0,182,0
1580285,1580285,Male,25,1,50.0,1,< 1 Year,No,45112.0,152.0,158,0
5125676,5125676,Female,36,1,29.0,0,1-2 Year,Yes,29824.0,163.0,219,0
10236841,10236841,Female,25,1,35.0,1,< 1 Year,No,29652.0,152.0,54,0
5490170,5490170,Female,22,1,6.0,1,< 1 Year,No,28862.0,152.0,234,0
10069394,10069394,Female,20,1,14.0,0,< 1 Year,Yes,25619.0,160.0,232,0
7059283,7059283,Female,26,1,41.0,1,< 1 Year,No,37161.0,152.0,243,0
8682916,8682916,Female,22,1,8.0,1,< 1 Year,No,47367.0,152.0,241,0
2573988,2573988,Female,22,1,8.0,1,< 1 Year,No,30751.0,160.0,122,0
5835773,5835773,Male,43,1,28.0,0,1-2 Year,No,32114.0,26.0,288,0
6323253,6323253,Female,21,1,30.0,0,< 1 Year,Yes,43789.0,152.0,172,0
10024163,10024163,Male,36,1,50.0,0,1-2 Year,Yes,2630.0,157.0,228,0
3869479,3869479,Female,27,1,41.0,1,< 1 Year,No,38231.0,152.0,264,0
5428205,5428205,Male,48,1,30.0,1,1-2 Year,No,28409.0,26.0,147,0
10330539,10330539,Female,26,1,12.0,1,< 1 Year,No,48647.0,152.0,171,0
4439734,4439734,Male,48,1,28.0,0,1-2 Year,Yes,42428.0,52.0,263,0
5898408,5898408,Male,44,1,47.0,0,1-2 Year,Yes,40374.0,124.0,102,0
8243863,8243863,Male,23,1,15.0,0,< 1 Year,Yes,31478.0,152.0,147,0
11120668,11120668,Male,49,1,28.0,0,1-2 Year,Yes,42174.0,26.0,48,1
5659040,5659040,Male,46,1,28.0,0,1-2 Year,Yes,30100.0,47.0,119,0
12603,12603,Male,25,1,28.0,1,< 1 Year,No,28043.0,152.0,90,0
8253904,8253904,Female,47,1,15.0,0,1-2 Year,Yes,30889.0,30.0,105,0
1691059,1691059,Female,26,1,41.0,1,< 1 Year,No,27161.0,152.0,70,0
11245448,11245448,Male,32,1,45.0,0,< 1 Year,Yes,43921.0,52.0,173,1
8056507,8056507,Female,30,1,16.0,0,< 1 Year,Yes,23442.0,152.0,194,0
3369263,3369263,Female,30,1,33.0,0,< 1 Year,Yes,2630.0,26.0,186,1
3860836,3860836,Female,55,1,28.0,1,1-2 Year,No,2630.0,124.0,270,0
8637581,8637581,Female,48,1,28.0,1,1-2 Year,Yes,34947.0,26.0,207,0
1138232,1138232,Male,49,1,28.0,1,1-2 Year,No,51738.0,29.0,165,0
7434087,7434087,Male,25,1,30.0,1,< 1 Year,No,25945.0,152.0,201,0
5932470,5932470,Female,57,1,41.0,1,1-2 Year,No,2630.0,152.0,232,0
1234188,1234188,Male,38,1,48.0,0,> 2 Years,Yes,2630.0,124.0,106,0
582802,582802,Female,22,1,12.0,1,< 1 Year,No,28559.0,152.0,191,0
6217871,6217871,Female,48,1,28.0,0,1-2 Year,Yes,40404.0,26.0,62,0
8140192,8140192,Female,65,1,6.0,0,> 2 Years,Yes,2630.0,157.0,288,0
6788949,6788949,Female,61,1,28.0,1,1-2 Year,No,49453.0,26.0,256,0
7837860,7837860,Male,22,1,29.0,1,< 1 Year,No,25362.0,152.0,81,0
10005466,10005466,Female,39,1,28.0,0,1-2 Year,Yes,32405.0,124.0,289,0
8617728,8617728,Female,25,1,8.0,1,< 1 Year,No,34692.0,152.0,91,0
8517312,8517312,Female,23,1,8.0,1,< 1 Year,No,39744.0,152.0,232,0
5751612,5751612,Male,64,1,8.0,0,1-2 Year,Yes,37837.0,26.0,135,0
6641918,6641918,Male,25,1,39.0,0,< 1 Year,Yes,44799.0,152.0,152,0
2967355,2967355,Female,22,1,28.0,0,< 1 Year,Yes,2630.0,163.0,176,0
2921522,2921522,Male,34,1,28.0,0,1-2 Year,Yes,28887.0,124.0,30,1
7838877,7838877,Female,24,1,50.0,1,< 1 Year,No,51383.0,152.0,40,0
10204918,10204918,Male,24,1,41.0,1,< 1 Year,No,30105.0,152.0,273,0
2246720,2246720,Female,24,1,2.0,0,< 1 Year,No,29866.0,152.0,284,0
4443123,4443123,Male,42,1,28.0,1,1-2 Year,No,43749.0,124.0,95,0
4712772,4712772,Female,25,1,41.0,0,< 1 Year,Yes,30977.0,152.0,77,0
5079761,5079761,Male,37,1,46.0,0,1-2 Year,Yes,2630.0,124.0,108,0
7526882,7526882,Female,27,1,28.0,1,< 1 Year,No,35130.0,152.0,21,0
1037830,1037830,Male,50,1,36.0,1,1-2 Year,Yes,36009.0,124.0,244,1
5088516,5088516,Female,25,1,14.0,1,< 1 Year,No,25062.0,151.0,150,0
1062813,1062813,Male,29,1,49.0,1,< 1 Year,No,15529.0,152.0,175,0
1253335,1253335,Male,45,1,28.0,0,1-2 Year,Yes,36130.0,124.0,147,0
1184567,1184567,Male,23,1,30.0,1,< 1 Year,No,33410.0,152.0,65,0
10246355,10246355,Female,57,1,28.0,0,1-2 Year,Yes,27033.0,26.0,116,0
10724704,10724704,Female,32,1,18.0,0,1-2 Year,Yes,2630.0,156.0,213,1
1759590,1759590,Male,70,1,46.0,1,1-2 Year,Yes,25583.0,124.0,75,0
7063147,7063147,Female,23,1,47.0,1,< 1 Year,No,30301.0,151.0,185,0
5436784,5436784,Male,28,1,15.0,0,< 1 Year,Yes,24336.0,160.0,235,0
7305405,7305405,Male,46,1,28.0,1,1-2 Year,No,45707.0,122.0,227,0
335025,335025,Female,23,1,14.0,1,< 1 Year,No,22852.0,152.0,104,0
10055555,10055555,Female,22,1,10.0,1,< 1 Year,No,37366.0,152.0,215,0
6012739,6012739,Male,25,1,30.0,1,< 1 Year,No,29228.0,152.0,281,0
5376274,5376274,Male,23,1,30.0,1,< 1 Year,No,26285.0,152.0,186,0
802691,802691,Male,69,1,28.0,0,1-2 Year,Yes,53487.0,37.0,94,0
5909166,5909166,Male,39,1,28.0,0,1-2 Year,Yes,29344.0,124.0,122,1
518248,518248,Female,24,1,2.0,0,< 1 Year,No,31738.0,152.0,292,0
4181284,4181284,Male,55,1,31.0,0,1-2 Year,No,2630.0,9.0,163,0
4272550,4272550,Male,60,1,24.0,0,1-2 Year,Yes,2630.0,124.0,175,0
3676733,3676733,Female,21,1,45.0,0,< 1 Year,No,28113.0,152.0,251,0
5242678,5242678,Female,77,1,24.0,0,1-2 Year,Yes,34188.0,145.0,65,0
4592839,4592839,Female,45,1,15.0,0,1-2 Year,Yes,2630.0,25.0,34,0
314441,314441,Male,22,1,49.0,0,< 1 Year,Yes,35116.0,152.0,255,0
5542217,5542217,Male,59,1,41.0,1,1-2 Year,No,25398.0,26.0,134,0
6491243,6491243,Female,24,1,46.0,1,< 1 Year,No,27714.0,152.0,194,0
11033417,11033417,Female,23,1,8.0,1,< 1 Year,No,36543.0,152.0,51,0
3365669,3365669,Female,27,1,19.0,1,< 1 Year,No,35119.0,152.0,156,0
913250,913250,Female,55,1,28.0,0,> 2 Years,Yes,69023.0,3.0,113,1
7727976,7727976,Male,26,1,28.0,0,< 1 Year,Yes,39079.0,152.0,31,0
10509674,10509674,Female,43,1,28.0,0,1-2 Year,Yes,51335.0,26.0,256,1
10244932,10244932,Male,44,1,27.0,0,> 2 Years,Yes,28321.0,26.0,298,0
410036,410036,Male,41,1,28.0,0,1-2 Year,No,50859.0,124.0,187,0
9121596,9121596,Male,49,1,8.0,1,1-2 Year,Yes,36403.0,26.0,164,0
8362684,8362684,Male,53,1,8.0,0,1-2 Year,Yes,53972.0,26.0,251,1
1390276,1390276,Male,24,1,25.0,1,< 1 Year,No,28477.0,152.0,104,0
5318543,5318543,Male,56,1,28.0,1,1-2 Year,No,42240.0,52.0,281,0
1129347,1129347,Male,71,1,3.0,0,1-2 Year,Yes,33898.0,124.0,11,0
1665666,1665666,Male,70,1,28.0,0,1-2 Year,Yes,44139.0,124.0,245,0
3008831,3008831,Female,41,1,23.0,0,1-2 Year,Yes,2630.0,124.0,293,1
2120714,2120714,Female,47,1,30.0,1,1-2 Year,No,39042.0,124.0,257,0
11117631,11117631,Female,72,1,0.0,0,1-2 Year,Yes,2630.0,26.0,284,0
6404399,6404399,Male,22,1,31.0,0,< 1 Year,No,2630.0,152.0,109,0
9614929,9614929,Male,23,1,8.0,1,< 1 Year,No,23221.0,160.0,263,0
9513459,9513459,Male,50,1,33.0,0,1-2 Year,Yes,33284.0,124.0,215,0
11320157,11320157,Male,74,1,45.0,1,1-2 Year,No,34283.0,26.0,147,0
340047,340047,Female,45,1,28.0,0,1-2 Year,Yes,39661.0,26.0,130,0
10151938,10151938,Female,45,1,1.0,1,1-2 Year,No,2630.0,124.0,245,0
9219524,9219524,Female,22,1,45.0,1,< 1 Year,No,18293.0,152.0,278,0
6568596,6568596,Female,33,1,24.0,0,1-2 Year,Yes,2630.0,157.0,39,0
2933284,2933284,Male,47,1,37.0,1,1-2 Year,No,35791.0,124.0,150,0
8142669,8142669,Male,35,1,45.0,0,1-2 Year,No,2630.0,156.0,184,0
8379072,8379072,Female,22,1,37.0,0,< 1 Year,Yes,31541.0,26.0,249,0
7707921,7707921,Male,21,1,28.0,1,< 1 Year,No,73495.0,152.0,164,0
5348947,5348947,Female,51,1,28.0,0,1-2 Year,No,70720.0,124.0,161,0
11392116,11392116,Female,28,1,21.0,1,< 1 Year,No,25229.0,151.0,73,0
5508205,5508205,Male,53,1,29.0,1,1-2 Year,No,25221.0,124.0,94,0
8978653,8978653,Male,24,1,8.0,1,< 1 Year,No,38620.0,152.0,37,0
5545660,5545660,Male,52,1,28.0,0,1-2 Year,Yes,46921.0,26.0,130,1
9974710,9974710,Female,28,1,35.0,1,< 1 Year,No,2630.0,152.0,239,0
4518633,4518633,Male,24,1,8.0,1,< 1 Year,No,46879.0,152.0,253,0
